namespace,name,type,cardinality,description,validation,source
json_mapping,swapstream2_resetrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
json_mapping,swapstream2_residualterm,TenorType,One,,,
json_mapping,swapstream2_settlementcurrency,EnumeratedString,One,,lookup:Currency,
json_mapping,swapstream2_spreadschedule_initialspread,BigDecimal,One,,,
json_mapping,swapstream2_term,TenorType,One,,,
json_mapping,swapstream2_terminationdate,DateType,One,,,
json_mapping,swapstream2_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_terminationdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
json_mapping,swapstream2_terminationdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
json_mapping,swapstream2_varyingnotionalfixingdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
json_mapping,swapstream2_varyingnotionalfixingdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,ESCBMemberRep,Boolean,One,Party represents that trade is ESCB member exempt,,
product,aboveMinimumTradableQuantity,Boolean,One,Indicates that an equity quote is above the minimum tradable quantity of the trading venue or SI,,RTS-1 art. 8(2)(b)
product,abovePostTradeLIS,Boolean,One,Trade size is post-trade large in scale threshold,,MiFIR art. 11(1)(a);  RTS-2 arts. 8-9
product,abovePostTradeSSTI,Boolean,One,Trade is above post-trade size specific to the instrument,,"MiFIR art. 11(1)(c); RTS-2 art. 8, 10"
product,abovePreTradeLIS,Boolean,One,Trade size is pre-trade large in scale threshold,,MiFIR art. 9(1)(a); RTS-2 art. 16
product,abovePreTradeSSTI,Boolean,One,Trade is above pre-trade size specific to the instrument,,MiFIR art. 9(1)(b); RTS-2 art. 16
product,aboveSMS,Boolean,One,Trade is above standard market size for the product,,MiFIR art. 14(2)
product,additionalpayment1_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment1_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment1_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment1_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment1_paymentdate,DateType,One,,,
product,additionalpayment1_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment1_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment1_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment2_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment2_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment2_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment2_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment2_paymentdate,DateType,One,,,
product,additionalpayment2_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment2_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment2_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment3_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment3_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment3_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment3_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment3_paymentdate,DateType,One,,,
product,additionalpayment3_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment3_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment3_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment4_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment4_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment4_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment4_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment4_paymentdate,DateType,One,,,
product,additionalpayment4_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment4_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment4_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment5_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment5_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment5_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment5_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment5_paymentdate,DateType,One,,,
product,additionalpayment5_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment5_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment5_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment6_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment6_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,additionalpayment6_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,additionalpayment6_currency,EnumeratedString,One,,lookup:Currency,
product,additionalpayment6_paymentdate,DateType,One,,,
product,additionalpayment6_settlementdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment6_submissiondate_paymentdate_offset,TenorType,One,,,
product,additionalpayment6_terminationdate_paymentdate_offset,TenorType,One,,,
product,additionalpayment_businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,additionalpayment_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,additionalpayment_settlementdate_paymentdate_offsets,TenorType,Many,,,
product,additionalpayment_submissiondate_paymentdate_offsets,TenorType,Many,,,
product,additionalpayment_terminationdate_paymentdate_offsets,TenorType,Many,,,
product,admissionToTradingRequested,Boolean,One,A request for admission to trading has been made for the product,,MiFIR art. 26(2)(a)
product,admittedToTradingOnRM_TCM_MTF,Boolean,One,"Product is admitted to trading on a regulated market or on an equivalent third country market or on a MTF, excluding those that embed a derivative or incorporate a structure which makes it difficult for the client to understand the risk involved",,MiFID-II art. 25(4)(a)(ii)
product,agreedreportingparty,String,One,Agreed reporting party,,
product,algorithmicallyDeterminedPrice,Boolean,One,"executed by reference to a price that is calculated over multiple time instances according to a given benchmark, including transactions executed by reference to a volume-weighted average price or a time-weighted average price;",,RTS-1 art. 2(a)
product,anonymousCounterparty,Boolean,One,"Whether the counterparty identity is unknown, when executing on a trading venue",,
product,approvedCommodityHedge,Boolean,One,Transaction has been approved by CA as exempt from MiFID-II Commodity Position Limits,,MiFID-II art. 57(1); RTS-21 art. 8(1)
product,assetclass,EnumeratedString,One,ISDA taxonomy asset class,lookup:AssetClass,
product,associatedsecuritysettlementoffset,TenorType,One,The number of days to settlement of a security which has an FX transaction associated with,,
product,attotvAtAMLevel,Boolean,One,Whether ATToTV was collected at the Asset Manager level,,
product,attotvAtLegalEntityLevel,Boolean,One,Whether ATToTV was collected at the legal entity level,,
product,auClearingContrapartyOptIn,Boolean,One,"The contraparty has opted to become a clearing entity under the ASIC regime. Note that this status may change for each transaction, depending upon whether the entity is acting in a personal or representative capacity.",,"ASIC Rules (Clearing), Art. 1.2.8."
product,auClearingCounterpartyOptIn,Boolean,One,"The counterparty has opted to become a clearing entity under the ASIC regime. Note that this status may change for each transaction, depending upon whether the entity is acting in a personal or representative capacity.",,"ASIC Rules (Clearing), Art. 1.2.8."
product,auTradableOnRegulatedMarket,Boolean,One,"The derivative is able to be traded on a Part 7.2A Market, Regulated Foreign Market, or Exempt Financial Market.  See ASIC Rules (Clearing), Art. 1.2.3(7).",,"ASIC Rules (Clearing), Art. 1.2.3(7)"
product,availableForTradingOnSameVenue,Boolean,One,Whether the components of a package transaction are available for trading on the same trading venue,,Package Delegated Regulation Article 2(1)(a)
product,averageDailyTurnover,BigDecimal,One,Average Daily Turnover of the product in EUR as published by ESMA,,
product,backloadedtradedate,DateType,One,,,
product,basecurrency,EnumeratedString,One,Base currency,lookup:Currency,
product,baseproduct,EnumeratedString,One,Base Product of ISDA Taxonomy,lookup:BaseProduct,
product,before1800CET,Boolean,One,Is the event before 18:00 CET?,,RTS-23 art. 2
product,belowLiquidityThreshold,Boolean,One,Product has fallen below the liquidity threshold,,"MiFIR art. 9(4), 18(6); RTS-2 art. 16"
product,blocktrade,Boolean,One,"Whether the trade is executed as a block, to be allocated to legal customer accounts post-execution.",,
product,blocktrade_entrymethod,EnumeratedString,One,,lookup:BlockEntryType,
product,bookingLocationStateOfRelationship,EnumeratedString,One,"Whether the ""��tat de la relation"" with the counterparty is open for the booking location",lookup:RelationshipStates,
product,bookingLocationTypeOfLocalRelationship,EnumeratedString,One,Type of relationship with the counterparty for the booking location,lookup:LocalRelationshipTypes,
product,booklocation,EnumeratedString,One,"For a given transaction, the location of the profit-or-loss account into which the transaction is booked.",lookup:LocationCode,
product,broadvsnarrow,EnumeratedString,One,"Whether an index underlying of a derivative is broad-based ( attribute is set to ""Broad"") or narrow-based (attribute is set to ""Narrow"").   In general, the Commodity Exchange Act defines a narrow-based security index as an index of securities that meets one of the following four requirements (1) it has nine or fewer components; (2) one component comprises more than 30 percent of the index weighting; (3) the five highest weighted components comprise more than 60 percent of the index weighting, or (4) the lowest weighted components comprising in the aggregate 25 percent of the index��_��__��_s weighting have an aggregate dollar value of average daily volume over a six-month period of less than $50 million ($30 million if there are at least 15 component securities). However, the legal definition in Section 1a(25) of the Commodity Exchange Act, 7 USC 1a(25), contains several exceptions to this provision.",lookup:BroadVsNarrow,7 U.S.C 1(a)(35)
product,businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,businessdayconventions_all,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,buyInUnsettledTransactions,Boolean,One,"The transaction is carried out under the rules or procedures of a trading venue, a CCP or a central securities depository to effect a buy-in of unsettled transactions",,RTS-1 art. 2(i)
product,buyer,EnumeratedString,One,Buyer for purposes of the transaction,lookup:PartySide,
product,c7_c10EquivalentContract,Boolean,One,"Contract is equivalent to a contract traded on a regulated market, MTF, an OTF or such a third country trading venue, with regards to the price, the lot, the delivery date and other contractual terms.",,MiFID II Del. Reg. Art 7(1)(a)(iii)
product,caClearingQualifiedMultilateralCompression,Boolean,One,Whether a transaction is a multilateral compression as covered by Part 3 Section 8 of Rule 94-101,,CSA Rule 94-101 Part 3 Section 8
product,cacibClientMailAttached,Boolean,One,Whether client documentation has been attached related to an override for audit purposes,,
product,cacibCommentAdded,Boolean,One,Comment related to an override has been added,,
product,cacibTradeNotAllowedOverride,Boolean,One,Whether a Trade Not Allowed flag has been overriden,,
product,calculationperioddates_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,cashflows_match_parameters,Boolean,One,,,
product,cdsBespokeBasket,Boolean,One,Whether an CDS has a bespoke basket,,
product,cftcBlockSize_fxRate,BigDecimal,One,The FX rate used for block size calculation.,,
product,cftc_part45_8_reporting_party,EnumeratedString,One,"Takes the value of ""contraparty"", ""counterparty"", ""execution-venue"", ""ccp"" to denote the reporting party per 17 CFR Part 45.8.",lookup:ReportingParty,17 CFR Part 45.8
